#separator:tab
#html:false
#notetype:Portuguese (EP) – Spoken Frequency
#deck:Portuguese::European Portuguese - Spoken - 5001 to 10000
#columns:Rank	Lemma_PT	POS_guess	Gloss_EN	Example_PT	Example_EN	Is_MWE	Raw_Freq	Freq_per_million	Tags
#tags column:10
5030	cintura	noun				0	4228	6.646	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5031	aprendiz	unk				0	4221	6.635	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5032	aparentar	verb				0	4220	6.633	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5033	desmontar	verb				0	4220	6.633	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5034	farmacêutico	adj				0	4218	6.630	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5035	terço	noun				0	4217	6.628	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5036	transformação	noun				0	4213	6.622	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5037	afeto	noun				0	4210	6.617	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5038	encolher	verb				0	4210	6.617	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5039	hálito	noun				0	4208	6.614	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5040	lagarto	noun				0	4208	6.614	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5041	retaguarda	noun				0	4207	6.613	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5042	stripper	verb				0	4204	6.608	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5043	adicional	adj				0	4201	6.603	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5044	combinado	noun				0	4201	6.603	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5045	imaginário	noun				0	4199	6.600	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5046	intelectual	adj				0	4199	6.600	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5047	coitar	verb				0	4197	6.597	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5048	desempenho	noun				0	4197	6.597	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5049	dificilmente	adv				0	4192	6.589	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
5050	tipa	noun				0	4191	6.587	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5051	malandro	noun				0	4187	6.581	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5052	oitavo	num				0	4186	6.580	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::num source::opensubtitles_ep_v2018 variety::EP register::spoken
5053	sedativo	noun				0	4185	6.578	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5054	tábua	noun				0	4185	6.578	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5055	camelo	noun				0	4184	6.576	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5056	inscrição	noun				0	4183	6.575	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5057	falir	verb				0	4182	6.573	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5058	cera	noun				0	4179	6.569	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5059	tequila	noun				0	4177	6.565	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5060	ginger	verb				0	4176	6.564	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5061	estadia	noun				0	4172	6.558	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5062	arsenal	adj				0	4171	6.556	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5063	protestar	verb				0	4171	6.556	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5064	ballet	unk				0	4169	6.553	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5065	trovão	noun				0	4169	6.553	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5066	linhagem	noun				0	4168	6.551	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5067	dinamite	unk				0	4163	6.543	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5068	san diego	mwe				1	4163	6.543	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
5069	desvendar	verb				0	4162	6.542	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5070	fritar	verb				0	4162	6.542	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5071	médio oriente	mwe				1	4155	6.531	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
5072	concretizar	verb				0	4153	6.528	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5073	triângulo	noun				0	4153	6.528	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5074	donzela	noun				0	4152	6.526	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5075	infringir	verb				0	4150	6.523	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5076	aurora	noun				0	4149	6.521	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5077	esfera	noun				0	4149	6.521	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5078	enjoado	noun				0	4148	6.520	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5079	deficiente	adj				0	4147	6.518	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5080	pelas costas	mwe				1	4144	6.514	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
5081	psíquico	adj				0	4144	6.514	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5082	prancha	noun				0	4142	6.510	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5083	mascarar	verb				0	4139	6.506	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5084	destroço	noun				0	4138	6.504	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5085	gravador	noun				0	4135	6.499	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5086	aleluia	noun				0	4134	6.498	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5087	mantem	noun				0	4131	6.493	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5088	pátria	noun				0	4129	6.490	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5089	superficial	adj				0	4129	6.490	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5090	metáfora	noun				0	4128	6.488	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5091	pudim	unk				0	4124	6.482	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5092	vitamina	adj				0	4124	6.482	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5093	abóbora	noun				0	4121	6.477	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5094	coiro	noun				0	4121	6.477	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5095	confronto	noun				0	4119	6.474	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5096	sintético	adj				0	4119	6.474	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5097	banqueiro	noun				0	4118	6.473	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5098	estatal	adj				0	4117	6.471	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5099	mineiro	noun				0	4116	6.470	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5100	cotovelo	noun				0	4114	6.466	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5101	pimenta	noun				0	4114	6.466	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5102	aterrorizar	verb				0	4113	6.465	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5103	pulsação	noun				0	4112	6.463	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5104	contrabando	noun				0	4110	6.460	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5105	biologia	noun				0	4107	6.455	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5106	mãezinha	adj				0	4106	6.454	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5107	contabilidade	noun				0	4102	6.448	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5108	mangueira	noun				0	4101	6.446	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5109	proporcionar	verb				0	4096	6.438	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5110	súbito	noun				0	4096	6.438	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5111	penteado	noun				0	4095	6.437	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5112	desrespeitar	verb				0	4093	6.433	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5113	gráfico	adj				0	4090	6.429	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5114	ciumento	noun				0	4089	6.427	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5115	testículo	noun				0	4089	6.427	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5116	lendário	noun				0	4084	6.419	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5117	invencível	adj				0	4073	6.402	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5118	arredores	unk				0	4072	6.400	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5119	beijinho	adj				0	4072	6.400	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5120	condessa	noun				0	4071	6.399	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5121	extinção	noun				0	4070	6.397	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5122	alegação	noun				0	4066	6.391	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5123	áudio	noun				0	4065	6.389	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5124	atencioso	adj				0	4064	6.388	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5125	arrebentar	verb				0	4060	6.381	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5126	insuportável	adj				0	4058	6.378	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5127	mação	noun				0	4058	6.378	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5128	sobrenatural	adj				0	4055	6.374	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5129	dane	unk				0	4048	6.363	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5130	confiar nele	mwe				1	4045	6.358	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
5131	desilusão	noun				0	4045	6.358	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5132	módulo	noun				0	4044	6.356	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5133	campa	noun				0	4043	6.355	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5134	boné	unk				0	4040	6.350	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5135	caneca	noun				0	4039	6.348	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5136	feroz	unk				0	4039	6.348	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5137	iminente	adj				0	4039	6.348	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5138	colateral	adj				0	4036	6.344	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5139	pecar	verb				0	4035	6.342	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5140	bordel	adj				0	4033	6.339	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5141	paralelo	noun				0	4030	6.334	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5142	reitor	unk				0	4029	6.333	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5143	repugnante	unk				0	4028	6.331	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5144	pára-quedas	unk				0	4024	6.325	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5145	gestão	noun				0	4023	6.323	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5146	conheçoa	noun				0	4019	6.317	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5147	juíza	noun				0	4019	6.317	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5148	marcador	noun				0	4017	6.314	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5149	matoua	noun				0	4015	6.311	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5150	refrescar	verb				0	4015	6.311	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5151	padrasto	noun				0	4010	6.303	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5152	compatível	adj				0	4009	6.301	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5153	diagnosticar	verb				0	4008	6.300	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5154	emocionalmente	adv				0	4008	6.300	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
5155	potente	adj				0	4006	6.297	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5156	lsso	noun				0	4005	6.295	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5157	contentar	verb				0	4004	6.293	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5158	reproduzir	verb				0	4004	6.293	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5159	peão	noun				0	4003	6.292	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5160	sexualmente	adv				0	4002	6.290	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
5161	pequenote	unk				0	3999	6.286	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
5162	patroa	noun				0	3998	6.284	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5163	redondo	noun				0	3998	6.284	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5164	blusa	noun				0	3996	6.281	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
5165	contemplar	verb				0	3995	6.279	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5166	imóvel	adj				0	3995	6.279	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
5167	posicionar	verb				0	3995	6.279	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
5168	batom	unk				0	3994	6.278	freq::5001-5500 freq500::5001-5500 freq1000::5001-6000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
